ds_name,att_name,missing_values_pct,val_pct_min,val_pct_median,val_size_min,val_size_avg,val_pct_max,distinct_values_cnt,val_pct_std,distinct_values_pct,val_size_co_of_var,val_size_max,ds_name_2,att_name_2,match
worldcitiespop.csv,Region,8.14E-06,0.02928843,0.000658,0.001208128,3.787721468,0.164745488,0.000658,0.066806349,2.456022427,2.067486893,8.019329898,wikipedia-iso-country-codes.csv,Alpha-2_code,1
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.010366864,0.001208128,3.787025789,0.161993718,0.010366864,0.063013529,0.993390223,1.24969534,8.017725179,movies.csv,director,0
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.008805035,0.001208128,3.786852706,0.173988719,0.008805035,0.064281762,0.865171296,1.593383814,8.018878571,movies.csv,released,0
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.00782231,0.001208128,3.786714811,0.021704367,0.00782231,0.046307137,0.784494218,1.423298399,8.004235514,movies.csv,company,1
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.027792673,0.001208128,3.787715219,0.177639371,0.027792673,0.066638296,2.423967696,1.979086557,8.019229603,movies.csv,name,1
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.009248138,0.001208128,3.786906812,0.157300023,0.009248138,0.061031332,0.901548014,0.937388305,8.017273852,movies.csv,star,0
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.001680283,0.001208128,3.540241685,1.589797849,0.001680283,1.365010367,0.004375687,0.612833486,7.849279886,movies.csv,rating,0
worldcitiespop.csv,Region,8.14E-06,0.001049879,0.001487248,0.001208128,3.731643553,2.361650043,0.001487248,0.858125128,0.02022297,2.052664392,7.775061656,movies.csv,country,0
worldcitiespop.csv,Region,8.14E-06,0.002106569,0.001662734,0.000604,3.59858343,0.90556131,0.001662734,0.799234959,0.005816349,0.916908334,7.915073344,movies.csv,genre,0
worldcitiespop.csv,Region,8.14E-06,0.091216346,0.001693445,0.000604,3.780726447,0.72124628,0.001693445,0.679401603,0.155157389,1.484325694,8.017374147,whr2015.csv,Region,0
worldcitiespop.csv,Region,8.14E-06,0.045604767,0.001044145,0.001208128,3.787721468,0.156692681,0.001044145,0.066806349,2.456022427,2.067486893,8.019329898,whr2015.csv,Country,0
worldcitiespop.csv,Region,8.14E-06,0.003566133,0.006843973,0.001208128,3.787706728,0.173913735,0.006843973,0.065932553,2.381735832,1.933917367,8.019229603,dataSpotify.csv,song_title,0
worldcitiespop.csv,Region,8.14E-06,0.00196869,0.001118726,0.005436577,3.641455531,0.142154162,0.001118726,0.034637478,0.007605231,1.713013477,7.996512807,who_suicide_statistics.csv,country,0
worldcitiespop.csv,Region,8.14E-06,1.201098092,0.001710993,4.405439332,0.339837635,0.413592456,0.001710993,0.066806349,3.02E-05,2.067486893,7.65350423,who_suicide_statistics.csv,age,0
worldcitiespop.csv,Region,8.14E-06,3.603307899,0.001728542,13.21994238,6.556875305,1.599185241,0.001728542,0.066806349,0.000194,2.067486893,6.921752601,who_suicide_statistics.csv,sex,0
worldcitiespop.csv,Region,8.14E-06,0.00654467,0.001478474,0.000604,3.770570368,0.747175153,0.001478474,0.294072267,0.06556781,0.403530624,7.990645555,cwurData.csv,country,0
worldcitiespop.csv,Region,0.218705733,0.028704859,0.001096791,0.001208128,3.787436591,0.288420309,0.001096791,0.05446974,1.428474484,0.583210939,8.017725179,countries_and_continents.csv,ISO4217-currency_alphabetic_code,0
worldcitiespop.csv,Region,0.038588426,0.028704859,0.000654,0.001208128,3.787719554,0.150863073,0.000654,0.064323842,2.416877744,2.018987295,8.01927975,countries_and_continents.csv,FIPS,1
worldcitiespop.csv,Region,0.437419605,0.028704859,0.000803,0.001208128,3.787712592,0.150863073,0.000803,0.061499419,2.084147934,1.965306946,8.01927975,countries_and_continents.csv,WMO,1
worldcitiespop.csv,Region,0.205840211,0.028704859,0.001092403,0.001208128,3.787438529,0.288420309,0.001092403,0.054072052,1.438260655,0.584283715,8.017725179,countries_and_continents.csv,ISO4217-currency_name,0
worldcitiespop.csv,Region,0.12864708,0.028704859,0.00068,0.001208128,3.787721468,0.165033505,0.00068,0.066806349,2.358160719,2.067486893,8.019329898,countries_and_continents.csv,official_name_fr,0
worldcitiespop.csv,Region,0.025722904,0.028704859,0.000645,0.001208128,3.787721468,0.165033505,0.000645,0.066806349,2.436450086,2.067486893,8.019329898,countries_and_continents.csv,ISO3166-1-Alpha-2,1
worldcitiespop.csv,Region,0.12864708,0.028704859,0.00068,0.001208128,3.787721468,0.165033505,0.00068,0.066806349,2.358160719,2.067486893,8.019329898,countries_and_continents.csv,official_name_en,0
worldcitiespop.csv,Region,0.360226474,0.028704859,0.000873,0.001208128,3.78765909,0.023329188,0.000873,0.031511047,1.9275692,1.455868224,8.018828423,countries_and_continents.csv,DS,1
worldcitiespop.csv,Region,0.038588426,0.028704859,0.000737,0.001208128,3.787680009,0.12252221,0.000737,0.051218718,2.230940497,1.786383723,8.019179455,countries_and_continents.csv,Dial,1
worldcitiespop.csv,Region,0.102916036,0.028704859,0.000671,0.001208128,3.787721468,0.165033505,0.000671,0.066806349,2.37773306,2.067486893,8.019329898,countries_and_continents.csv,GAUL,1
worldcitiespop.csv,Region,0.321629908,0.028704859,0.000746,0.001208128,3.787721468,0.165033505,0.000746,0.066806349,2.211368155,2.067486893,8.019329898,countries_and_continents.csv,IOC,0
worldcitiespop.csv,Region,0.025722904,0.143551543,0.001706606,0.001208128,3.771381746,0.642681102,0.001706606,0.678741654,0.068196731,1.65635916,8.016471493,countries_and_continents.csv,Continent,1
worldcitiespop.csv,Region,0.06431947,0.028704859,0.000671,0.001208128,3.787715633,0.136692641,0.000671,0.061219239,2.37773306,1.959228689,8.019229603,countries_and_continents.csv,Languages,0
worldcitiespop.csv,Region,0.501747214,0.028704859,0.000807,0.001208128,3.787721468,0.165033505,0.000807,0.066806349,2.074361763,2.067486893,8.019329898,countries_and_continents.csv,EDGAR,1
worldcitiespop.csv,Region,0.180109167,0.028704859,0.000698,0.001208128,3.787721468,0.165033505,0.000698,0.066806349,2.319016035,2.067486893,8.019329898,countries_and_continents.csv,FIFA,0
worldcitiespop.csv,Region,8.14E-06,0.007199818,0.001548668,0.001208128,3.777202556,1.225723514,0.001548668,0.505323541,0.105315678,0.144874043,7.999571801,Netflix_Shows.csv,user_rating_score,1
worldcitiespop.csv,Region,0.190517374,0.007199818,0.001302987,0.001208128,3.78370167,0.617514415,0.001302987,0.234098499,0.242870096,0.4065348,8.008147016,Netflix_Shows.csv,ratingLevel,0
